id,maison_fs_id,mois,annee,nb_demandes,nb_demandes_resolues,temps_moyen_resolution,satisfaction_moyenne,nb_usagers_uniques,nb_nouveaux_usagers,taux_retour_usagers
1026,126,4,2025,426,388,79,4.18,174,49,0.67
1027,127,4,2025,125,111,44,4.3,120,37,0.59
1028,128,4,2025,147,134,61,4.52,160,49,0.48
1029,129,4,2025,193,169,87,3.85,278,26,0.3
1030,130,4,2025,134,111,73,4.29,177,29,0.45
1031,131,4,2025,117,97,70,4.36,229,22,0.3
1032,132,4,2025,272,219,64,4.46,202,20,0.65
1033,133,4,2025,334,314,41,4.31,249,44,0.47
1034,134,4,2025,358,304,69,3.77,127,18,0.65
1035,135,4,2025,324,307,58,3.83,158,28,0.43
1036,136,4,2025,419,378,44,3.86,157,46,0.31
1037,137,4,2025,436,385,36,4.53,146,39,0.57
1038,138,4,2025,161,145,38,3.66,289,16,0.47
1039,139,4,2025,475,420,31,3.69,152,23,0.51
1040,140,4,2025,429,381,21,3.68,99,20,0.49
1041,141,4,2025,442,384,25,4.66,265,10,0.38
1042,142,4,2025,272,235,39,3.86,264,35,0.59
1043,143,4,2025,406,355,52,3.52,83,11,0.69
1044,144,4,2025,427,397,65,4.71,91,31,0.5
1045,145,4,2025,154,136,75,4.15,280,48,0.36
1046,146,4,2025,126,116,56,4.52,172,39,0.68
1047,147,4,2025,498,422,52,3.61,164,23,0.32
1048,148,4,2025,212,177,42,4.65,197,50,0.34
1049,149,4,2025,119,103,47,3.77,99,32,0.43
1050,150,4,2025,474,429,71,4.16,133,34,0.62
1051,151,4,2025,351,331,47,4.73,219,28,0.64
1052,152,4,2025,111,90,40,4.73,267,43,0.55
1053,153,4,2025,301,278,35,4.17,179,22,0.39
1054,154,4,2025,324,270,52,3.8,217,19,0.53
1055,155,4,2025,350,285,83,4.68,226,45,0.67
1056,156,4,2025,445,419,45,3.67,300,49,0.31
1057,157,4,2025,240,217,31,4.54,130,12,0.34
1058,158,4,2025,430,407,47,4.59,204,42,0.41
1059,159,4,2025,486,390,53,4.62,157,47,0.41
1060,160,4,2025,228,185,21,3.87,142,33,0.33
1061,161,4,2025,317,288,56,4.4,168,17,0.39
1062,162,4,2025,124,102,31,3.95,172,13,0.7
1063,163,4,2025,238,203,60,3.97,259,44,0.36
1064,164,4,2025,245,203,90,3.79,149,45,0.36
1065,165,4,2025,266,251,89,4.44,115,48,0.61
1066,166,4,2025,304,271,25,3.66,186,26,0.69
1067,167,4,2025,500,431,31,3.6,205,39,0.67
1068,168,4,2025,376,304,84,4.66,178,23,0.62
1069,169,4,2025,144,135,40,4.08,175,32,0.55
1070,170,4,2025,398,318,50,3.87,282,29,0.61
1071,171,4,2025,137,115,83,4.15,186,26,0.47
1072,172,4,2025,431,375,26,3.71,99,43,0.66
1073,173,4,2025,433,410,44,4.11,276,49,0.38
1074,174,4,2025,457,399,62,4.34,299,23,0.69
1075,175,4,2025,361,337,57,3.89,238,22,0.46
1076,176,4,2025,436,406,31,4.38,219,45,0.64
1077,177,4,2025,421,339,67,3.91,163,27,0.45
1078,178,4,2025,132,108,83,4.26,226,24,0.35
1079,179,4,2025,295,246,88,3.67,110,45,0.67
1080,180,4,2025,139,126,43,4.21,152,16,0.66
1081,181,4,2025,229,184,62,4.22,260,33,0.51
1082,182,4,2025,197,176,51,3.83,215,25,0.47
1083,183,4,2025,176,154,60,4.1,189,12,0.3
1084,184,4,2025,307,249,60,4.52,183,31,0.65
1085,185,4,2025,464,423,40,4.76,116,20,0.4
1086,186,4,2025,180,167,41,4.64,290,17,0.67
1087,187,4,2025,189,171,52,3.65,214,39,0.7
1088,188,4,2025,281,237,52,3.55,139,39,0.37
1089,189,4,2025,109,102,23,3.83,293,22,0.53
1090,190,4,2025,473,444,53,3.99,172,17,0.39
1091,191,4,2025,214,184,57,3.81,184,10,0.37
1092,192,4,2025,346,317,40,4.16,295,16,0.46
1093,193,4,2025,498,427,35,4.74,249,26,0.31
1094,194,4,2025,262,239,60,4.05,150,18,0.52
1095,195,4,2025,431,386,62,3.71,171,49,0.63
1096,196,4,2025,216,178,34,4.63,144,14,0.35
1097,197,4,2025,142,117,90,3.77,95,35,0.62
1098,198,4,2025,456,417,86,4.28,124,32,0.45
1099,199,4,2025,137,128,33,4.72,223,28,0.66
1100,200,4,2025,335,296,76,4.11,236,29,0.52
1101,201,4,2025,314,286,59,4.46,173,10,0.69
1102,202,4,2025,350,328,62,4.07,245,18,0.3
1103,203,4,2025,234,219,51,4.63,91,30,0.43
1104,204,4,2025,235,195,20,3.74,233,25,0.37
1105,205,4,2025,265,229,89,3.96,212,37,0.67
1106,206,4,2025,313,284,28,4.43,183,12,0.39
1107,207,4,2025,137,127,64,4.74,136,42,0.59
1108,208,4,2025,129,109,82,4.57,94,36,0.41
1109,209,4,2025,474,446,21,3.66,289,36,0.64
1110,210,4,2025,220,206,50,3.7,248,11,0.37
1111,211,4,2025,123,105,51,4.79,175,15,0.37
1112,212,4,2025,472,385,24,4.65,260,10,0.45
1113,213,4,2025,321,260,65,3.98,216,22,0.66
1114,214,4,2025,134,119,79,4.66,241,34,0.65
1115,215,4,2025,360,333,34,4.73,274,35,0.36
1116,216,4,2025,418,336,83,4.47,199,11,0.38
1117,217,4,2025,156,129,42,3.51,160,14,0.36
1118,218,4,2025,288,256,35,4.41,239,29,0.47
1119,219,4,2025,281,229,66,3.92,148,11,0.48
1120,220,4,2025,128,103,73,4.55,259,43,0.34
1121,221,4,2025,429,389,90,4.04,91,10,0.37
1122,222,4,2025,381,310,75,4.79,184,18,0.41
1123,223,4,2025,442,398,39,4.6,262,42,0.33
1124,224,4,2025,340,290,33,3.94,122,49,0.43
1125,225,4,2025,485,451,38,4.22,105,46,0.31
1126,226,4,2025,264,233,47,3.86,174,39,0.39
1127,227,4,2025,450,396,78,4.08,121,39,0.64
1128,228,4,2025,116,102,77,4.66,243,10,0.41
1129,229,4,2025,270,248,32,4.21,119,35,0.44
1130,230,4,2025,252,213,86,4.75,251,43,0.33
1131,231,4,2025,459,421,40,4.22,285,46,0.53
1132,232,4,2025,244,220,60,4.78,207,38,0.31
1133,233,4,2025,106,97,70,4.26,131,24,0.56
1134,234,4,2025,488,457,39,4.61,292,15,0.4
1135,235,4,2025,252,224,32,3.85,255,37,0.4
1136,236,4,2025,279,252,78,4.63,151,28,0.54
1137,237,4,2025,359,307,59,4.23,228,30,0.55
1138,238,4,2025,375,302,38,4.3,138,45,0.47
1139,239,4,2025,294,267,87,4.52,134,18,0.37
1140,240,4,2025,308,253,21,4.09,170,17,0.32
1141,241,4,2025,279,260,27,3.52,260,24,0.56
1142,242,4,2025,270,240,35,4.61,245,18,0.44
1143,243,4,2025,295,270,84,3.56,227,37,0.53
1144,244,4,2025,134,124,75,4.05,175,13,0.52
1145,245,4,2025,253,205,33,3.61,194,41,0.7
1146,246,4,2025,125,104,69,4.6,147,38,0.31
1147,247,4,2025,240,207,39,4.05,164,21,0.5
1148,248,4,2025,278,228,80,4.55,164,21,0.51
1149,249,4,2025,394,332,28,3.95,84,19,0.46
1150,250,4,2025,142,129,57,3.54,261,29,0.52
1151,251,4,2025,482,424,23,3.99,267,33,0.41
1152,252,4,2025,183,166,28,3.72,241,33,0.38
1153,253,4,2025,388,331,50,3.79,111,24,0.63
1154,254,4,2025,211,169,59,4.29,98,45,0.38
1155,255,4,2025,185,167,35,4.69,219,47,0.65
1156,256,4,2025,109,98,53,4.16,84,18,0.41
1157,257,4,2025,231,187,78,4.09,205,42,0.43
1158,258,4,2025,228,188,67,3.91,282,17,0.5
1159,259,4,2025,365,345,71,4.09,264,32,0.61
1160,260,4,2025,430,384,25,3.87,294,22,0.63
1161,261,4,2025,409,331,69,4.43,190,27,0.35
1162,262,4,2025,196,170,72,3.97,153,31,0.45
1163,263,4,2025,361,300,64,4.77,142,13,0.47
1164,264,4,2025,236,191,54,3.92,156,17,0.31
1165,265,4,2025,219,178,35,3.88,263,34,0.42
1166,266,4,2025,319,274,25,3.65,217,27,0.39
1167,267,4,2025,340,309,51,3.64,292,10,0.39
1168,268,4,2025,418,374,58,4.22,205,16,0.54
1169,269,4,2025,260,212,32,3.99,97,35,0.58
1170,270,4,2025,496,400,65,4.54,112,33,0.54
1171,271,4,2025,223,188,48,3.9,104,13,0.33
1172,272,4,2025,188,162,46,4.49,271,40,0.5
1173,273,4,2025,391,313,72,3.58,274,37,0.38
1174,274,4,2025,414,355,75,3.51,218,39,0.65
1175,275,4,2025,295,244,81,4.39,251,40,0.58
1176,276,4,2025,490,401,49,4.49,146,18,0.54
1177,277,4,2025,344,294,57,4.33,233,19,0.6
1178,278,4,2025,146,131,88,4.18,169,27,0.52
1179,279,4,2025,319,277,24,4.02,103,41,0.62
1180,280,4,2025,277,260,83,4.52,96,42,0.31
1181,281,4,2025,251,222,72,4.34,238,40,0.33
1182,282,4,2025,293,262,83,4.12,166,29,0.57
1183,283,4,2025,169,143,80,4.21,141,31,0.47
1184,284,4,2025,168,137,55,3.64,217,33,0.42
1185,285,4,2025,399,375,71,4.56,207,18,0.69
1186,286,4,2025,147,137,37,4.4,123,29,0.69
1187,287,4,2025,221,201,73,4.68,102,35,0.34
1188,288,4,2025,256,227,80,4.28,106,33,0.62
1189,289,4,2025,217,204,21,3.98,112,49,0.52
1190,290,4,2025,275,259,42,3.61,211,49,0.67
1191,291,4,2025,402,349,28,4.04,106,30,0.63
1192,292,4,2025,194,171,25,3.85,232,10,0.6
1193,293,4,2025,159,140,22,3.6,198,21,0.51
1194,294,4,2025,196,177,83,3.5,205,38,0.63
1195,295,4,2025,436,399,32,4.74,173,41,0.65
1196,296,4,2025,494,439,43,4.5,289,37,0.47
1197,297,4,2025,137,129,55,3.6,118,15,0.35
1198,298,4,2025,498,445,22,4.4,150,29,0.41
1199,299,4,2025,356,326,72,3.51,296,37,0.44
1200,300,4,2025,321,262,50,4.02,271,18,0.52
1201,1,3,2025,319,297,69,4.19,90,19,0.62
1202,2,3,2025,192,157,44,3.79,204,13,0.37
1203,3,3,2025,286,237,27,3.66,219,17,0.46
1204,4,3,2025,521,458,56,4.69,227,50,0.69
1205,5,3,2025,479,435,47,3.92,296,44,0.4
1206,6,3,2025,517,455,58,3.73,258,17,0.61
1207,7,3,2025,210,174,77,3.65,269,48,0.33
1208,8,3,2025,254,217,35,4.16,219,44,0.32
1209,9,3,2025,509,442,25,4.16,241,30,0.63
1210,10,3,2025,131,116,42,4.46,103,40,0.54
1211,11,3,2025,153,138,87,4.25,172,35,0.39
1212,12,3,2025,449,379,64,3.96,184,44,0.65
1213,13,3,2025,509,440,82,4.26,183,45,0.41
1214,14,3,2025,598,492,43,4.45,252,13,0.36
1215,15,3,2025,384,347,80,4.02,80,31,0.35
1216,16,3,2025,517,483,84,3.68,284,36,0.57
1217,17,3,2025,293,250,88,4.14,271,43,0.53
1218,18,3,2025,379,355,69,4.49,147,11,0.67
1219,19,3,2025,390,334,87,4.18,176,27,0.68
1220,20,3,2025,617,564,51,4.63,92,27,0.62
1221,21,3,2025,425,387,35,3.83,185,25,0.68
1222,22,3,2025,448,417,47,4.03,172,29,0.42
1223,23,3,2025,451,381,82,4.39,222,45,0.54
1224,24,3,2025,412,368,47,4.14,281,23,0.33
1225,25,3,2025,349,314,44,4.75,273,48,0.43
1226,26,3,2025,577,474,38,3.76,100,32,0.37
1227,27,3,2025,483,390,55,4.21,295,28,0.47
1228,28,3,2025,269,226,24,4.15,193,31,0.34
1229,29,3,2025,213,171,87,3.6,171,14,0.57
1230,30,3,2025,163,139,58,4.38,241,33,0.44
1231,31,3,2025,297,243,66,4.5,89,26,0.68
1232,32,3,2025,557,472,61,3.89,139,35,0.5
1233,33,3,2025,447,363,34,3.92,182,26,0.35
1234,34,3,2025,183,151,49,3.74,248,15,0.68
1235,35,3,2025,396,367,20,3.82,104,31,0.66
1236,36,3,2025,132,107,32,4.18,279,37,0.54
1237,37,3,2025,578,491,35,4.67,129,43,0.56
1238,38,3,2025,370,319,88,4.6,298,14,0.44
1239,39,3,2025,367,317,67,4.69,214,13,0.59
1240,40,3,2025,357,323,29,4.69,112,11,0.34
1241,41,3,2025,362,328,71,4.52,131,31,0.62
1242,42,3,2025,611,534,21,4.68,225,45,0.32
1243,43,3,2025,483,451,33,3.58,128,43,0.55
1244,44,3,2025,261,214,31,4.59,177,16,0.49
1245,45,3,2025,309,289,37,4.56,220,44,0.34
1246,46,3,2025,250,230,22,3.84,198,28,0.47
1247,47,3,2025,559,521,78,4.0,133,31,0.57
1248,48,3,2025,358,338,26,3.77,117,21,0.39
1249,49,3,2025,536,433,73,4.1,181,10,0.6
1250,50,3,2025,518,471,37,3.95,203,33,0.32
1251,51,3,2025,435,383,28,3.79,281,16,0.45
1252,52,3,2025,152,130,20,4.74,172,28,0.61
1253,53,3,2025,561,480,59,4.02,187,47,0.49
1254,54,3,2025,365,303,52,4.37,119,30,0.5
1255,55,3,2025,195,159,36,3.8,296,22,0.61
1256,56,3,2025,196,158,42,3.65,182,37,0.43
1257,57,3,2025,152,137,29,4.48,158,23,0.56
1258,58,3,2025,504,470,90,3.97,129,27,0.51
1259,59,3,2025,295,257,55,3.88,137,16,0.33
1260,60,3,2025,223,205,88,4.43,188,31,0.48
1261,61,3,2025,603,527,52,4.54,177,23,0.37
1262,62,3,2025,343,287,23,3.78,209,21,0.36
1263,63,3,2025,648,604,46,3.75,137,21,0.51
1264,64,3,2025,494,415,48,4.68,123,50,0.6
1265,65,3,2025,556,483,81,3.56,146,22,0.58
1266,66,3,2025,427,342,30,4.43,107,47,0.46
1267,67,3,2025,200,177,23,4.3,251,43,0.6
1268,68,3,2025,500,465,46,4.15,105,35,0.6
1269,69,3,2025,232,191,64,4.53,112,14,0.34
1270,70,3,2025,239,215,48,3.98,218,15,0.38
1271,71,3,2025,211,187,30,4.24,299,36,0.52
1272,72,3,2025,193,182,25,3.54,240,28,0.38
1273,73,3,2025,553,495,72,4.28,279,48,0.52
1274,74,3,2025,590,557,84,4.27,226,33,0.35
1275,75,3,2025,206,172,34,3.81,242,27,0.51
1276,76,3,2025,588,517,39,4.64,152,22,0.45
1277,77,3,2025,431,393,60,4.47,193,34,0.32
1278,78,3,2025,517,487,41,4.39,251,34,0.47
1279,79,3,2025,596,512,62,3.94,257,49,0.59
1280,80,3,2025,263,228,84,4.45,268,31,0.35
1281,81,3,2025,473,395,58,4.41,110,50,0.48
1282,82,3,2025,417,387,27,4.44,152,17,0.65
1283,83,3,2025,223,206,63,4.54,227,18,0.55
1284,84,3,2025,497,459,61,4.31,298,10,0.54
1285,85,3,2025,540,500,50,3.61,300,44,0.37
1286,86,3,2025,283,252,73,3.81,281,20,0.62
1287,87,3,2025,551,512,47,4.21,201,23,0.31
1288,88,3,2025,150,131,62,4.18,167,50,0.64
1289,89,3,2025,262,247,82,4.19,190,39,0.39
1290,90,3,2025,222,186,41,3.93,162,24,0.68
1291,91,3,2025,344,283,36,4.2,248,19,0.64
1292,92,3,2025,575,528,37,4.52,215,44,0.47
1293,93,3,2025,286,255,63,4.35,83,40,0.66
1294,94,3,2025,509,464,79,3.99,81,38,0.33
1295,95,3,2025,409,385,41,4.26,215,36,0.4
1296,96,3,2025,553,442,54,4.42,255,26,0.58
1297,97,3,2025,159,131,50,4.66,222,43,0.6
1298,98,3,2025,475,427,83,4.17,266,17,0.55
1299,99,3,2025,439,404,85,3.82,278,21,0.45
1300,100,3,2025,417,342,80,4.24,244,22,0.54
1301,101,3,2025,473,414,60,4.26,226,20,0.61
1302,102,3,2025,481,392,22,4.67,256,27,0.3
1303,103,3,2025,301,281,42,3.8,160,10,0.46
1304,104,3,2025,263,213,87,4.15,267,11,0.46
1305,105,3,2025,286,251,53,4.74,234,45,0.61
1306,106,3,2025,335,298,38,3.78,144,34,0.6
1307,107,3,2025,154,145,74,3.62,271,11,0.59
1308,108,3,2025,552,476,80,3.85,99,29,0.41
1309,109,3,2025,309,255,59,4.38,190,36,0.55
1310,110,3,2025,518,452,56,4.7,238,24,0.4
1311,111,3,2025,165,145,75,4.48,190,31,0.5
1312,112,3,2025,432,408,82,3.58,272,13,0.33
1313,113,3,2025,237,199,61,4.28,108,41,0.58
1314,114,3,2025,562,490,87,3.77,106,31,0.64
1315,115,3,2025,479,444,87,3.7,253,20,0.54
1316,116,3,2025,326,294,27,4.0,122,24,0.54
1317,117,3,2025,230,206,40,3.68,243,10,0.3
1318,118,3,2025,426,361,56,3.74,208,12,0.65
1319,119,3,2025,625,520,60,3.79,161,27,0.5
1320,120,3,2025,354,285,46,3.75,279,35,0.56
1321,121,3,2025,209,175,23,4.02,126,49,0.33
1322,122,3,2025,332,299,24,4.66,140,12,0.69
1323,123,3,2025,630,562,82,4.07,252,24,0.31
1324,124,3,2025,639,523,84,3.87,167,23,0.32
1325,125,3,2025,146,132,62,4.26,183,47,0.53
1326,126,3,2025,375,323,42,4.57,98,18,0.51
1327,127,3,2025,250,207,21,3.85,207,45,0.53
1328,128,3,2025,314,293,74,4.73,222,34,0.42
1329,129,3,2025,650,569,28,4.67,167,16,0.32
1330,130,3,2025,611,563,81,4.35,138,21,0.44
1331,131,3,2025,601,567,64,3.79,158,25,0.52
1332,132,3,2025,642,578,70,4.21,227,45,0.5
1333,133,3,2025,516,423,79,4.12,263,34,0.44
1334,134,3,2025,344,307,86,3.88,83,38,0.35
1335,135,3,2025,247,199,54,4.09,241,46,0.59
1336,136,3,2025,542,450,37,3.64,257,39,0.34
1337,137,3,2025,152,124,52,3.63,225,10,0.35
1338,138,3,2025,496,410,66,4.36,127,25,0.57
1339,139,3,2025,453,393,52,4.04,259,14,0.38
1340,140,3,2025,542,489,21,4.13,132,21,0.35
1341,141,3,2025,148,128,47,4.04,144,38,0.5
1342,142,3,2025,408,364,64,3.68,284,22,0.45
1343,143,3,2025,453,369,89,3.86,118,46,0.45
1344,144,3,2025,396,318,35,3.79,178,32,0.4
1345,145,3,2025,276,228,59,4.22,114,31,0.46
1346,146,3,2025,643,605,44,4.28,99,36,0.68
1347,147,3,2025,483,431,57,3.69,182,11,0.59
1348,148,3,2025,386,348,26,4.05,245,10,0.52
1349,149,3,2025,499,427,20,4.28,118,33,0.6
1350,150,3,2025,639,526,41,3.94,95,17,0.42
1351,151,3,2025,223,203,42,3.67,244,39,0.67
1352,152,3,2025,362,303,68,4.63,170,50,0.41
1353,153,3,2025,175,144,33,3.59,179,42,0.31
1354,154,3,2025,408,379,23,4.64,174,32,0.59
1355,155,3,2025,222,203,86,4.4,235,47,0.51
1356,156,3,2025,637,599,74,4.08,224,23,0.35
1357,157,3,2025,534,497,31,4.57,260,19,0.37
1358,158,3,2025,629,560,24,4.45,278,46,0.32
1359,159,3,2025,482,437,76,4.03,287,24,0.48
1360,160,3,2025,608,557,60,4.64,215,45,0.55
1361,161,3,2025,547,451,64,4.73,257,14,0.34
1362,162,3,2025,479,385,50,3.75,114,30,0.61
1363,163,3,2025,547,500,53,3.56,289,36,0.39
1364,164,3,2025,253,225,83,4.65,295,28,0.34
1365,165,3,2025,488,463,64,4.45,115,36,0.51
1366,166,3,2025,444,380,80,3.51,182,29,0.61
1367,167,3,2025,634,536,67,4.27,128,40,0.4
1368,168,3,2025,237,221,59,3.71,297,38,0.55
1369,169,3,2025,469,440,58,3.8,104,41,0.48
1370,170,3,2025,348,313,80,4.46,225,42,0.61
1371,171,3,2025,273,221,57,4.21,122,15,0.44
1372,172,3,2025,522,493,41,4.74,120,22,0.33
1373,173,3,2025,373,330,72,4.32,166,34,0.65
1374,174,3,2025,159,144,28,3.87,153,48,0.54
1375,175,3,2025,378,319,69,4.34,109,23,0.52
1376,176,3,2025,250,204,25,4.18,123,31,0.47
1377,177,3,2025,453,397,75,4.76,158,48,0.62
1378,178,3,2025,374,352,22,4.5,99,49,0.48
1379,179,3,2025,135,109,34,4.31,280,18,0.48
1380,180,3,2025,635,594,49,3.65,93,24,0.43
1381,181,3,2025,378,334,31,4.39,141,26,0.61
1382,182,3,2025,447,382,45,4.48,203,18,0.63
1383,183,3,2025,189,162,50,4.74,168,23,0.57
1384,184,3,2025,444,358,43,4.13,142,45,0.54
1385,185,3,2025,611,519,70,3.51,288,24,0.38
1386,186,3,2025,367,348,33,4.73,236,17,0.6
1387,187,3,2025,260,221,38,4.63,103,38,0.39
1388,188,3,2025,245,209,26,4.46,229,14,0.49
1389,189,3,2025,375,323,35,3.92,282,45,0.45
1390,190,3,2025,357,332,47,4.7,283,29,0.57
1391,191,3,2025,618,514,49,4.71,249,19,0.55
1392,192,3,2025,172,142,51,4.53,137,25,0.49
1393,193,3,2025,458,384,27,3.71,290,18,0.36
1394,194,3,2025,343,319,45,3.57,176,39,0.41
1395,195,3,2025,487,392,32,4.7,233,28,0.46
1396,196,3,2025,525,491,83,4.12,147,33,0.69
1397,197,3,2025,278,240,79,4.18,135,43,0.47
1398,198,3,2025,276,233,40,4.01,156,12,0.48
1399,199,3,2025,150,134,76,4.5,233,17,0.68
1400,200,3,2025,286,266,89,4.79,135,29,0.45
1401,201,3,2025,232,195,64,3.88,260,32,0.39
1402,202,3,2025,195,169,31,4.11,287,25,0.63
1403,203,3,2025,517,474,49,4.57,160,45,0.64
1404,204,3,2025,364,330,26,4.69,92,38,0.63
1405,205,3,2025,484,442,89,4.3,153,27,0.51
1406,206,3,2025,484,389,54,4.43,110,11,0.56
1407,207,3,2025,370,296,67,4.65,162,37,0.43
1408,208,3,2025,234,209,78,3.95,123,15,0.67
1409,209,3,2025,222,181,49,3.59,247,36,0.62
1410,210,3,2025,331,297,73,4.46,146,22,0.33
1411,211,3,2025,334,299,29,3.64,145,18,0.53
1412,212,3,2025,257,228,80,3.52,122,31,0.59
1413,213,3,2025,305,263,76,4.54,151,34,0.31
1414,214,3,2025,340,287,48,3.58,95,30,0.65
1415,215,3,2025,442,366,79,4.75,197,46,0.53
1416,216,3,2025,577,528,55,4.25,293,31,0.49
1417,217,3,2025,447,415,49,3.65,103,15,0.46
1418,218,3,2025,314,292,43,3.67,134,13,0.61
1419,219,3,2025,534,495,72,4.3,266,48,0.68
1420,220,3,2025,397,372,55,4.3,228,14,0.66
1421,221,3,2025,192,177,46,3.54,137,14,0.51
1422,222,3,2025,520,466,83,4.52,241,27,0.62
1423,223,3,2025,292,257,28,3.66,260,32,0.61
1424,224,3,2025,182,162,26,4.16,273,28,0.66
1425,225,3,2025,133,123,24,4.32,195,24,0.54
1426,226,3,2025,520,442,90,3.73,148,23,0.45
1427,227,3,2025,214,173,78,4.56,269,42,0.68
1428,228,3,2025,393,364,55,4.43,109,37,0.59
1429,229,3,2025,469,397,57,4.3,264,31,0.4
1430,230,3,2025,633,540,38,4.0,116,41,0.7
1431,231,3,2025,552,512,48,4.29,281,36,0.48
1432,232,3,2025,470,419,57,4.56,119,27,0.55
1433,233,3,2025,579,540,87,3.93,88,34,0.48
1434,234,3,2025,384,329,51,4.03,169,15,0.66
1435,235,3,2025,345,319,79,4.15,213,20,0.5
1436,236,3,2025,487,417,82,3.86,123,43,0.48
1437,237,3,2025,421,396,75,3.83,186,19,0.59
1438,238,3,2025,625,580,35,4.48,300,27,0.56
1439,239,3,2025,227,210,58,4.42,231,12,0.41
1440,240,3,2025,217,181,52,3.5,130,18,0.61
1441,241,3,2025,286,236,56,4.78,275,44,0.38
1442,242,3,2025,348,312,22,4.23,213,25,0.68
1443,243,3,2025,208,192,73,4.77,193,43,0.42
1444,244,3,2025,353,315,55,3.96,224,21,0.67
1445,245,3,2025,530,486,69,4.7,299,12,0.52
1446,246,3,2025,302,262,83,4.59,256,40,0.34
1447,247,3,2025,569,499,70,4.08,244,38,0.63
1448,248,3,2025,167,143,79,3.74,254,40,0.4
1449,249,3,2025,633,534,60,4.2,141,39,0.47
1450,250,3,2025,301,274,40,4.06,97,31,0.66
1451,251,3,2025,392,363,58,4.29,156,26,0.54
1452,252,3,2025,429,365,51,4.6,167,24,0.51
1453,253,3,2025,460,370,62,4.71,116,27,0.49
1454,254,3,2025,523,463,29,4.62,178,17,0.41
1455,255,3,2025,546,450,27,4.31,109,21,0.41
1456,256,3,2025,510,415,32,4.48,125,13,0.42
1457,257,3,2025,217,192,87,4.66,95,21,0.61
1458,258,3,2025,401,368,43,3.78,250,13,0.48
1459,259,3,2025,308,248,35,3.97,167,17,0.59
1460,260,3,2025,312,270,45,3.74,282,45,0.54
1461,261,3,2025,432,404,50,4.3,121,29,0.32
1462,262,3,2025,417,361,58,4.69,252,45,0.62
1463,263,3,2025,175,163,48,4.13,124,35,0.66
1464,264,3,2025,495,427,84,4.22,207,12,0.64
1465,265,3,2025,629,511,71,4.77,224,17,0.56
1466,266,3,2025,215,196,38,3.55,101,39,0.51
1467,267,3,2025,588,522,86,3.99,157,35,0.61
1468,268,3,2025,172,148,54,4.11,187,37,0.63
1469,269,3,2025,400,329,41,3.92,230,49,0.49
1470,270,3,2025,338,311,30,3.53,129,10,0.59
1471,271,3,2025,536,462,59,4.09,116,27,0.62
1472,272,3,2025,321,300,61,3.84,206,38,0.6
1473,273,3,2025,607,533,62,4.16,145,17,0.33
1474,274,3,2025,599,548,60,3.86,262,26,0.32
1475,275,3,2025,196,174,47,4.55,166,47,0.62
1476,276,3,2025,287,270,39,4.02,185,36,0.7
1477,277,3,2025,400,335,34,4.35,150,23,0.49
1478,278,3,2025,582,497,81,3.81,290,31,0.41
1479,279,3,2025,265,232,75,3.63,127,20,0.36
1480,280,3,2025,396,347,45,3.56,94,13,0.41
1481,281,3,2025,468,391,25,3.65,211,24,0.62
1482,282,3,2025,509,479,66,4.15,135,43,0.35
1483,283,3,2025,184,164,26,4.13,149,33,0.43
1484,284,3,2025,410,334,74,4.22,184,12,0.56
1485,285,3,2025,596,513,81,3.96,83,33,0.32
1486,286,3,2025,500,469,64,4.06,104,32,0.65
1487,287,3,2025,197,176,29,3.58,269,25,0.69
1488,288,3,2025,348,317,35,4.54,202,37,0.63
1489,289,3,2025,240,219,63,4.3,144,25,0.68
1490,290,3,2025,258,209,63,3.97,141,14,0.32
1491,291,3,2025,137,125,86,3.62,210,31,0.6
1492,292,3,2025,150,134,28,4.29,141,26,0.56
1493,293,3,2025,566,521,79,4.41,222,39,0.69
1494,294,3,2025,591,512,59,4.71,134,44,0.51
1495,295,3,2025,369,320,81,4.4,245,30,0.43
1496,296,3,2025,344,305,35,3.69,109,12,0.38
1497,297,3,2025,533,488,48,3.68,228,47,0.32
1498,298,3,2025,146,120,64,4.55,90,49,0.39
1499,299,3,2025,426,359,35,4.38,131,22,0.53
1500,300,3,2025,205,172,49,4.44,288,25,0.68
1501,1,2,2025,280,248,88,3.67,269,47,0.35
1502,2,2,2025,449,372,72,4.43,248,13,0.41
1503,3,2,2025,136,126,71,3.51,258,18,0.57
1504,4,2,2025,344,311,39,3.9,114,32,0.41
1505,5,2,2025,317,299,28,3.61,140,12,0.54
1506,6,2,2025,276,227,30,4.47,165,19,0.44
1507,7,2,2025,646,555,47,3.61,189,26,0.41
1508,8,2,2025,132,118,69,4.27,223,48,0.52
1509,9,2,2025,585,486,41,4.49,206,45,0.37
1510,10,2,2025,345,315,54,3.78,80,30,0.6
1511,11,2,2025,234,203,74,3.69,162,16,0.33
1512,12,2,2025,315,278,34,4.13,197,42,0.4
1513,13,2,2025,198,176,81,4.45,235,34,0.59
1514,14,2,2025,204,189,80,4.17,136,23,0.4
1515,15,2,2025,293,275,55,4.73,137,22,0.43
1516,16,2,2025,581,507,49,4.61,148,19,0.67
1517,17,2,2025,590,549,82,4.44,110,30,0.4
1518,18,2,2025,451,366,50,4.49,250,41,0.37
1519,19,2,2025,369,329,67,4.5,212,15,0.44
1520,20,2,2025,487,401,27,4.56,279,24,0.4
1521,21,2,2025,310,287,31,4.78,185,32,0.58
