id,age,genre,situation_familiale,niveau_numerique,code_postal,ville,date_inscription,frequence_visite
2843,69,F,veuf,intermediaire,47157,Lemaire-sur-Breton,2023-11-16,occasionnel
2844,27,F,concubinage,avance,05243,Saint Tristanboeuf,2024-10-16,nouveau
2845,48,M,concubinage,intermediaire,69933,Caron,2023-07-27,occasionnel
2846,54,F,divorce,avance,97393,Saint MauriceBourg,2023-12-14,occasionnel
2847,55,F,veuf,debutant,58359,Rousseau-sur-Devaux,2024-05-17,occasionnel
2848,65,F,celibataire,debutant,61165,Valette,2023-11-19,regulier
2849,40,F,divorce,debutant,23389,BenardVille,2025-04-18,nouveau
2850,23,M,marie,avance,61464,Saint Capucine,2023-10-04,regulier
2851,50,M,veuf,debutant,89229,Cordier,2024-04-21,occasionnel
2852,81,M,celibataire,debutant,12221,Mercier-les-Bains,2024-06-10,regulier
2853,83,M,divorce,avance,28415,Jacquet,2023-11-26,occasionnel
2854,40,F,divorce,intermediaire,22637,Lévy-la-Forêt,2023-12-02,regulier
2855,26,F,marie,debutant,13455,Besnard,2025-01-07,regulier
2856,18,F,veuf,debutant,88431,Tessier,2024-08-06,regulier
2857,46,M,marie,intermediaire,17904,Garcia,2023-10-05,regulier
2858,46,F,marie,intermediaire,76790,Bertrand,2023-08-18,occasionnel
2859,33,F,concubinage,avance,37136,Hamel,2023-10-26,occasionnel
2860,34,M,celibataire,avance,90621,Gauthierboeuf,2023-10-02,regulier
2861,65,M,veuf,debutant,51851,Deschamps-la-Forêt,2024-09-10,nouveau
2862,45,F,divorce,debutant,61593,Pascal,2024-04-17,nouveau
2863,50,M,veuf,debutant,23970,Navarro-sur-Lemonnier,2025-05-09,occasionnel
2864,45,M,divorce,debutant,89977,Roy,2025-01-29,regulier
2865,29,M,veuf,intermediaire,55756,Petitjean,2025-07-04,occasionnel
2866,52,F,veuf,debutant,85198,Sainte Patrick,2024-10-06,occasionnel
2867,24,F,celibataire,debutant,29772,Saint Louise,2023-09-30,regulier
2868,54,M,concubinage,intermediaire,42138,GarnierBourg,2024-09-09,occasionnel
2869,21,M,concubinage,intermediaire,36265,Sainte William,2024-03-03,nouveau
2870,58,M,veuf,intermediaire,18728,Chartier,2024-04-10,nouveau
2871,21,F,divorce,debutant,38768,Legrand,2025-05-20,occasionnel
2872,69,F,divorce,debutant,73462,Dupuis,2024-12-16,nouveau
2873,65,F,divorce,intermediaire,58390,Pagesdan,2025-04-23,occasionnel
2874,84,F,marie,intermediaire,85116,Gilles-sur-Mer,2023-08-03,regulier
2875,66,M,divorce,debutant,71502,Pierre-sur-Mer,2023-12-22,regulier
2876,26,M,divorce,avance,89926,Gomez-la-Forêt,2024-04-09,nouveau
2877,19,M,marie,avance,39796,Roussel-sur-Antoine,2025-05-13,occasionnel
2878,53,M,divorce,debutant,60590,Bourdon,2024-05-26,regulier
2879,18,M,veuf,debutant,02928,Sainte CatherineBourg,2025-03-15,nouveau
2880,39,M,divorce,avance,69417,Menard,2023-10-05,occasionnel
2881,45,M,divorce,debutant,41781,Georges,2023-10-07,regulier
2882,50,M,celibataire,avance,65795,Pierrenec,2024-12-09,occasionnel
2883,18,F,marie,debutant,29196,ChauvinVille,2024-08-09,occasionnel
2884,65,M,concubinage,debutant,48388,Pelletier,2024-11-25,regulier
2885,73,M,divorce,debutant,40637,MarchalBourg,2024-02-05,nouveau
2886,67,M,celibataire,debutant,94996,Sainte AnoukVille,2024-07-02,nouveau
2887,63,F,celibataire,avance,88682,Jacob-sur-Mer,2025-03-06,regulier
2888,23,M,marie,avance,40607,Blondel-sur-Lamy,2024-02-10,regulier
2889,20,F,veuf,debutant,50148,MartinBourg,2024-10-10,nouveau
2890,72,M,celibataire,avance,35426,Nicolas,2023-12-21,occasionnel
2891,30,F,celibataire,intermediaire,09647,LegendreBourg,2024-12-10,nouveau
2892,21,F,celibataire,avance,53177,Garcia,2024-05-01,nouveau
2893,69,M,marie,debutant,70148,Saint Éric-la-Forêt,2024-12-14,occasionnel
2894,39,M,veuf,avance,24687,Riou-la-Forêt,2023-08-26,regulier
2895,53,F,veuf,intermediaire,74752,Saint Nathalie-les-Bains,2025-03-31,nouveau
2896,84,F,veuf,intermediaire,17471,Colas,2023-08-27,nouveau
2897,27,F,celibataire,debutant,12137,Jacob-sur-Mer,2024-01-16,occasionnel
2898,51,F,celibataire,intermediaire,68167,Didier,2024-07-09,occasionnel
2899,33,F,veuf,avance,97129,Sainte Anouk,2024-06-08,occasionnel
2900,59,F,marie,debutant,24260,Pascal-sur-Bouvier,2024-02-02,occasionnel
2901,22,M,concubinage,intermediaire,45707,ChevallierBourg,2023-07-31,regulier
2902,46,M,celibataire,debutant,01521,Larochenec,2023-09-10,nouveau
2903,31,M,marie,intermediaire,35345,Chevalier,2025-03-10,regulier
2904,32,F,celibataire,avance,12268,Becker,2024-04-24,regulier
2905,23,M,marie,intermediaire,10285,Sainte Patricia-les-Bains,2024-05-14,nouveau
2906,37,M,celibataire,intermediaire,28667,GuillouVille,2025-01-19,regulier
2907,83,M,veuf,avance,67904,Léger,2024-10-03,nouveau
2908,48,M,marie,intermediaire,27491,Gillet,2025-04-21,occasionnel
2909,39,M,divorce,intermediaire,82569,DupontBourg,2025-05-04,regulier
2910,84,F,concubinage,intermediaire,27565,Barre,2024-08-05,occasionnel
2911,45,M,concubinage,intermediaire,61107,Étienne,2025-05-11,regulier
2912,59,M,veuf,intermediaire,62488,Georges,2025-05-25,regulier
2913,76,M,marie,intermediaire,89286,Sainte Hugues,2024-06-21,occasionnel
2914,43,M,divorce,avance,30859,Turpin,2025-01-27,nouveau
2915,32,M,veuf,avance,68108,Leclercq,2023-07-21,occasionnel
2916,37,F,marie,avance,02412,Marie-sur-Thierry,2025-02-14,occasionnel
2917,23,M,celibataire,intermediaire,87496,Saint Bernard,2024-01-19,regulier
2918,35,M,divorce,debutant,27557,Laroche-les-Bains,2023-11-25,nouveau
2919,20,F,celibataire,avance,23310,MarchandVille,2024-01-06,nouveau
2920,63,F,celibataire,avance,19226,Fournierdan,2023-08-11,occasionnel
2921,65,M,veuf,debutant,06726,Martineau-les-Bains,2024-10-13,regulier
2922,61,F,celibataire,intermediaire,90837,Robin,2024-11-02,occasionnel
2923,35,F,veuf,debutant,77601,Morel-la-Forêt,2025-06-01,nouveau
2924,30,F,divorce,debutant,40817,Delmas-la-Forêt,2023-11-19,nouveau
2925,46,M,celibataire,debutant,38878,Faivre,2025-04-09,occasionnel
2926,54,M,divorce,avance,32555,Moreno,2024-10-17,regulier
2927,42,F,veuf,avance,19946,Nguyen-sur-Rousset,2025-07-05,regulier
2928,30,F,veuf,debutant,09634,Sainte Simone,2024-03-19,nouveau
2929,25,M,veuf,debutant,92731,Marques-sur-Duhamel,2023-07-28,occasionnel
2930,84,M,marie,intermediaire,97640,Pineau-sur-Alves,2024-07-14,nouveau
2931,59,F,celibataire,intermediaire,75983,Sainte Christinedan,2024-01-01,nouveau
2932,30,M,celibataire,avance,61259,Klein-sur-Antoine,2024-02-22,occasionnel
2933,68,M,divorce,intermediaire,88122,Costedan,2024-05-06,regulier
2934,66,M,concubinage,debutant,35169,Picard,2024-03-14,regulier
2935,84,M,divorce,intermediaire,26801,Fontaine,2023-12-28,occasionnel
2936,65,F,veuf,avance,83466,Gonzalez-la-Forêt,2024-09-21,nouveau
2937,75,M,divorce,debutant,66981,Saint Julie,2024-04-01,nouveau
2938,67,M,celibataire,debutant,06361,LaineVille,2023-09-07,nouveau
2939,47,F,marie,intermediaire,70702,Blanchetdan,2023-09-06,nouveau
2940,34,M,concubinage,debutant,61339,Saint Alixnec,2024-07-12,nouveau
2941,39,M,divorce,debutant,82338,Faivre-sur-Brunet,2023-10-02,occasionnel
2942,71,M,concubinage,debutant,29379,Sainte Gilbert,2024-08-09,occasionnel
2943,67,M,divorce,debutant,59559,Hamel-sur-Tanguy,2023-09-22,occasionnel
2944,52,M,concubinage,debutant,66248,Simonboeuf,2023-08-24,occasionnel
2945,23,F,divorce,avance,87382,Dumas,2023-12-31,nouveau
2946,27,M,concubinage,intermediaire,12511,Bourdon,2024-02-29,regulier
2947,57,M,divorce,debutant,13590,Saint Juliettedan,2023-08-11,regulier
2948,73,M,veuf,intermediaire,97389,Techer,2024-04-23,occasionnel
2949,65,M,marie,avance,86155,Hardy-la-Forêt,2024-10-21,nouveau
2950,54,M,celibataire,avance,11454,Rolland,2023-11-04,nouveau
2951,76,F,veuf,avance,48978,Navarro-la-Forêt,2025-05-11,occasionnel
2952,57,M,veuf,intermediaire,28501,Grondindan,2024-07-02,nouveau
2953,20,M,celibataire,debutant,83226,Bergernec,2024-11-29,occasionnel
2954,23,M,concubinage,debutant,11892,Raynaud,2024-01-05,occasionnel
2955,66,F,divorce,debutant,74351,Thierry,2023-10-01,occasionnel
2956,32,M,marie,avance,50890,DupontBourg,2023-10-03,nouveau
2957,74,F,veuf,debutant,87199,Perret,2024-12-08,regulier
2958,73,M,celibataire,intermediaire,26924,Bouchet,2025-07-04,nouveau
2959,25,F,concubinage,debutant,93188,Imbert,2024-05-09,regulier
2960,55,F,marie,intermediaire,93629,Chauvin-sur-Durand,2024-05-10,occasionnel
2961,32,M,celibataire,intermediaire,88540,Saint Grégoire-la-Forêt,2025-03-25,occasionnel
2962,21,F,marie,intermediaire,89915,PetitVille,2025-05-06,nouveau
2963,32,F,concubinage,avance,13210,Bonninboeuf,2024-11-01,regulier
2964,36,M,marie,intermediaire,75821,Martel-les-Bains,2023-11-08,nouveau
2965,74,M,marie,intermediaire,73882,Teixeira,2025-06-04,occasionnel
2966,50,M,celibataire,debutant,17555,Michaud,2024-11-09,regulier
2967,63,F,concubinage,debutant,28596,Pascal,2025-03-22,regulier
2968,82,M,marie,debutant,43896,Benard-sur-Lecomte,2024-08-29,occasionnel
2969,37,F,divorce,avance,08969,Renaud-sur-Chauveau,2024-05-20,regulier
2970,78,F,concubinage,avance,54429,Schmittnec,2025-07-01,regulier
2971,78,M,concubinage,debutant,74469,Couturier,2025-02-13,occasionnel
2972,29,M,veuf,debutant,87280,Dupré,2024-03-27,nouveau
2973,39,F,concubinage,debutant,93906,Saint Luce,2024-05-19,regulier
2974,70,M,veuf,debutant,24191,Bernier,2024-05-07,occasionnel
2975,57,F,divorce,debutant,32607,Colletboeuf,2024-06-11,nouveau
2976,44,M,veuf,debutant,72990,Giraud,2023-11-18,nouveau
2977,67,M,marie,intermediaire,87878,Roux,2025-01-04,occasionnel
2978,47,M,marie,debutant,74876,Étienne,2023-11-12,occasionnel
2979,71,M,celibataire,intermediaire,66236,Jean,2025-02-09,regulier
2980,59,F,marie,avance,42395,Teixeira,2025-05-14,occasionnel
2981,56,M,concubinage,intermediaire,97382,Normand,2024-08-18,nouveau
2982,53,M,veuf,intermediaire,11652,Tanguy-les-Bains,2025-06-16,nouveau
2983,71,M,celibataire,debutant,06126,Bourdon-sur-Boutin,2024-08-01,occasionnel
2984,68,F,divorce,debutant,67164,Grégoire,2025-01-16,nouveau
2985,44,F,celibataire,debutant,76777,Potiernec,2024-02-27,regulier
2986,19,M,divorce,avance,48652,Saint Richardnec,2024-11-15,nouveau
2987,42,F,veuf,debutant,71264,Martin-sur-Pierre,2024-07-22,regulier
2988,65,M,veuf,avance,23885,Bertrand,2025-01-23,regulier
2989,44,F,divorce,avance,42613,Lesage-sur-Roche,2024-07-21,nouveau
2990,48,F,marie,debutant,79635,Gonzalez-sur-Cousin,2024-09-04,occasionnel
2991,57,F,concubinage,intermediaire,61685,Sainte Valentine,2024-11-08,occasionnel
2992,71,M,concubinage,avance,94236,Voisin,2024-05-10,regulier
2993,79,F,divorce,avance,92657,Pruvost,2023-09-16,nouveau
2994,50,F,veuf,debutant,33212,Saint Laetitia,2025-05-26,regulier
2995,54,F,concubinage,avance,40352,Michaud-sur-Coulon,2024-04-09,nouveau
2996,46,F,concubinage,avance,53163,Paris,2025-05-23,regulier
2997,57,M,veuf,debutant,52525,Lopez,2023-07-20,nouveau
2998,71,M,concubinage,debutant,80811,Texiernec,2024-11-11,nouveau
2999,25,F,concubinage,debutant,35940,Antoine,2024-06-28,occasionnel
3000,21,M,divorce,intermediaire,23958,Richard,2024-01-09,occasionnel
3001,63,M,celibataire,debutant,20139,Benard-les-Bains,2024-01-17,regulier
3002,30,F,divorce,intermediaire,66311,Sainte Jacqueline,2023-12-11,regulier
3003,54,F,marie,intermediaire,05332,Leblanc,2023-12-05,regulier
3004,58,M,divorce,intermediaire,74719,Maceboeuf,2025-05-09,nouveau
3005,18,M,marie,debutant,94427,Guérin-sur-Mer,2024-10-24,nouveau
3006,22,M,celibataire,debutant,93584,Dos Santos,2023-10-16,occasionnel
3007,67,M,veuf,avance,90213,Moreau,2024-01-14,occasionnel
3008,29,M,veuf,intermediaire,25245,DuvalBourg,2023-10-28,regulier
3009,61,M,celibataire,debutant,55320,Diaz,2025-03-13,occasionnel
3010,53,F,veuf,avance,83154,Sainte Michel,2025-03-03,nouveau
3011,31,F,concubinage,debutant,37757,Saint Michelle,2025-05-11,regulier
3012,84,F,veuf,avance,83633,Le Goff-sur-Mer,2025-03-05,occasionnel
3013,33,M,divorce,intermediaire,02579,Humbert,2024-11-25,regulier
3014,78,M,concubinage,avance,48841,Sainte Anouk,2023-09-20,nouveau
3015,34,M,concubinage,intermediaire,35610,Carlier-sur-Grenier,2024-03-06,regulier
3016,72,F,veuf,intermediaire,41327,Martel,2024-06-16,nouveau
3017,51,M,celibataire,avance,41816,Mercier-sur-Humbert,2024-07-16,regulier
3018,81,F,divorce,debutant,97673,Morel,2024-05-27,nouveau
3019,28,F,divorce,intermediaire,28340,Thierry-les-Bains,2024-01-14,regulier
3020,53,M,veuf,avance,61966,Saint Susanne,2025-03-27,occasionnel
3021,64,F,concubinage,intermediaire,47963,Barbe-sur-Mer,2024-10-24,occasionnel
3022,30,F,celibataire,avance,39985,Bourdon-sur-Navarro,2025-07-02,regulier
3023,63,F,celibataire,debutant,81710,Reynaud,2023-10-11,regulier
3024,29,M,divorce,debutant,93112,Roussel,2025-07-11,regulier
3025,51,M,concubinage,debutant,24977,MauriceBourg,2025-01-25,nouveau
3026,39,F,veuf,avance,22376,Maurice,2025-02-24,nouveau
3027,58,M,celibataire,avance,64822,Arnaud,2025-02-25,regulier
3028,22,F,marie,intermediaire,64880,Daniel,2025-03-05,regulier
3029,35,M,marie,debutant,64153,Payet,2024-07-20,regulier
3030,33,F,marie,avance,38284,Foucher,2024-01-08,occasionnel
3031,47,M,marie,intermediaire,49314,Lefèvre,2024-11-14,occasionnel
3032,55,M,celibataire,debutant,72743,Bourgeois-la-Forêt,2023-09-17,nouveau
3033,79,M,veuf,avance,11692,Jacquot-sur-Mer,2024-10-25,nouveau
3034,26,M,concubinage,avance,41206,BouchetVille,2024-06-07,regulier
3035,49,M,divorce,debutant,70604,Perrot-les-Bains,2025-02-09,nouveau
3036,55,M,veuf,avance,97272,Pauldan,2023-12-23,nouveau
3037,35,F,celibataire,intermediaire,45258,Maillot-les-Bains,2024-05-19,nouveau
3038,60,M,marie,intermediaire,21425,Colin,2025-03-01,regulier
3039,70,F,divorce,intermediaire,48977,Hamon,2024-01-26,regulier
3040,35,M,concubinage,debutant,56726,Poulain,2024-09-28,nouveau
3041,27,F,veuf,debutant,25515,Morvandan,2025-02-27,nouveau
3042,72,F,veuf,debutant,81739,Bigot-sur-Mer,2023-12-24,occasionnel
3043,32,M,celibataire,intermediaire,57539,Perret,2023-07-30,nouveau
3044,20,F,celibataire,avance,87414,Meyerdan,2024-12-16,regulier
3045,64,F,marie,avance,16507,Vasseur,2024-05-11,nouveau
3046,41,M,divorce,intermediaire,76857,Mace,2025-02-16,regulier
3047,25,F,concubinage,debutant,37492,Sanchez,2024-04-23,occasionnel
3048,61,F,celibataire,debutant,34704,Joubert,2023-10-01,occasionnel
3049,28,M,veuf,debutant,46786,Pineau,2025-01-26,nouveau
3050,44,M,divorce,debutant,90352,Bazin,2023-08-29,regulier
3051,39,M,concubinage,intermediaire,97373,Regniernec,2024-07-15,regulier
3052,83,F,concubinage,avance,61817,Lacombedan,2024-08-10,regulier
3053,42,F,divorce,intermediaire,68854,Saint Anne,2024-12-22,nouveau
3054,72,F,marie,intermediaire,52940,Diallodan,2023-08-03,regulier
3055,60,M,celibataire,debutant,16811,Meyerboeuf,2024-09-18,nouveau
3056,85,M,divorce,debutant,38706,Sainte Diane-la-Forêt,2024-11-18,nouveau
3057,68,M,celibataire,debutant,04926,Valette-les-Bains,2024-10-04,occasionnel
3058,64,M,celibataire,intermediaire,26201,Dias-sur-Mer,2024-06-06,regulier
3059,76,M,veuf,avance,16181,Buisson-sur-Rey,2024-03-04,occasionnel
3060,39,F,divorce,debutant,53417,Albert,2023-12-23,regulier
3061,62,M,celibataire,debutant,85491,Guyonboeuf,2024-02-11,occasionnel
3062,30,M,veuf,intermediaire,28149,Sainte Thierry-sur-Mer,2024-08-14,occasionnel
3063,58,M,divorce,debutant,41525,Schmitt-la-Forêt,2024-12-03,regulier
3064,55,M,divorce,intermediaire,89269,Faure,2024-10-29,nouveau
3065,71,F,divorce,debutant,92366,Rivièredan,2024-04-12,nouveau
3066,71,M,divorce,avance,72419,Noël,2024-03-09,occasionnel
3067,73,M,concubinage,avance,79843,Hoarau-sur-Devaux,2024-04-15,regulier
3068,71,M,marie,avance,53716,Ramosnec,2025-01-19,occasionnel
3069,69,M,marie,avance,44135,Albertnec,2023-08-13,nouveau
3070,24,M,celibataire,debutant,38938,Goncalves-sur-Mer,2024-03-24,occasionnel
3071,82,M,marie,intermediaire,85909,Saint Emmanuel,2025-03-13,nouveau
3072,37,F,divorce,avance,02173,Laine,2024-06-10,occasionnel
3073,55,F,veuf,intermediaire,74660,Joly-la-Forêt,2024-09-15,nouveau
3074,54,M,celibataire,avance,30532,Robert-sur-Morvan,2023-12-30,occasionnel
3075,46,F,marie,intermediaire,51939,Legros-sur-De Sousa,2024-02-22,occasionnel
3076,49,F,divorce,avance,95607,Sainte Théodoreboeuf,2025-03-23,regulier
3077,19,M,celibataire,debutant,89768,Laporte-la-Forêt,2025-03-13,nouveau
3078,28,F,celibataire,intermediaire,71989,Bouchet,2024-11-21,regulier
3079,85,F,veuf,debutant,14285,Blancnec,2023-11-22,nouveau
3080,44,M,marie,debutant,13907,Benoit-les-Bains,2025-04-26,occasionnel
3081,44,F,celibataire,debutant,12272,Rouxnec,2023-11-03,occasionnel
3082,27,F,veuf,intermediaire,48733,Pierre,2025-07-07,regulier
3083,59,M,veuf,avance,60362,Berthelot,2024-11-14,nouveau
3084,38,M,veuf,debutant,57579,Fischernec,2024-01-10,occasionnel
3085,55,M,veuf,intermediaire,15205,Leconte-sur-Perez,2025-06-06,nouveau
3086,81,M,veuf,avance,91923,Sainte Jacqueline-la-Forêt,2024-04-17,occasionnel
3087,39,M,concubinage,debutant,51769,Chrétien,2024-08-27,occasionnel
3088,39,M,concubinage,intermediaire,08205,Lecoq-sur-Besson,2025-04-10,regulier
3089,26,F,marie,avance,20788,Benoit-sur-Mer,2025-01-22,occasionnel
3090,56,M,veuf,debutant,52885,Alexandre,2023-08-26,occasionnel
3091,35,F,concubinage,debutant,33784,MartinBourg,2024-05-19,nouveau
3092,44,M,celibataire,avance,42940,Carlier,2024-11-11,occasionnel
3093,72,M,concubinage,avance,71716,Mallet,2025-04-28,regulier
3094,73,F,marie,intermediaire,17500,Mallet-sur-Dias,2024-08-13,occasionnel
3095,59,F,marie,debutant,07646,Perez,2025-04-26,regulier
3096,83,M,divorce,debutant,03972,Coulon,2025-01-07,nouveau
3097,41,F,celibataire,debutant,51546,Sainte Benjamin-les-Bains,2024-12-22,occasionnel
3098,30,F,marie,debutant,66638,Bazin,2024-04-23,regulier
3099,18,F,veuf,intermediaire,36652,Leleuboeuf,2023-09-06,nouveau
3100,75,F,concubinage,intermediaire,53438,Girauddan,2024-03-25,nouveau
3101,66,M,concubinage,debutant,79893,Valette-sur-Mer,2025-07-14,occasionnel
3102,46,M,marie,avance,18515,Gallet,2025-02-13,regulier
3103,72,F,divorce,avance,14494,FleuryBourg,2023-09-06,nouveau
3104,33,F,celibataire,intermediaire,74313,Saint MarcBourg,2024-05-14,regulier
3105,37,M,veuf,intermediaire,58989,Pineauboeuf,2024-06-11,occasionnel
3106,37,F,concubinage,debutant,31627,Michel,2023-12-07,regulier
3107,50,M,marie,debutant,22126,Sainte Océane,2024-03-19,occasionnel
3108,63,M,concubinage,intermediaire,52306,Saint Nicole,2025-06-11,regulier
3109,46,F,divorce,intermediaire,83980,Costa,2023-09-19,occasionnel
3110,35,F,celibataire,avance,01272,Étienne,2024-12-25,occasionnel
3111,49,F,celibataire,debutant,79103,Ferrand-sur-Robert,2024-10-18,occasionnel
3112,37,F,divorce,avance,02828,Diaz,2024-04-05,regulier
3113,52,M,concubinage,avance,24992,Saint Honoré,2024-05-29,regulier
3114,58,F,marie,intermediaire,05816,Pages,2025-02-12,occasionnel
3115,32,M,celibataire,avance,58248,Sainte EmmanuelleVille,2023-10-01,occasionnel
3116,53,F,concubinage,debutant,60338,Saint Corinne-la-Forêt,2025-01-24,regulier
3117,36,F,concubinage,intermediaire,97112,Diallo,2023-08-27,nouveau
3118,48,M,marie,avance,77332,Saint Juliettenec,2024-07-28,regulier
3119,71,F,marie,debutant,73153,Antoine,2024-02-24,occasionnel
3120,50,M,veuf,debutant,20824,Becker,2025-03-01,regulier
3121,30,F,marie,debutant,90487,Berthelot,2025-06-12,occasionnel
3122,61,F,celibataire,intermediaire,44502,Jourdan-sur-Mer,2024-10-06,regulier
3123,40,F,concubinage,intermediaire,55826,Klein,2023-08-12,regulier
3124,37,M,divorce,debutant,48623,Mathieu,2024-03-23,nouveau
3125,67,F,divorce,debutant,93425,Pruvost-les-Bains,2025-02-28,nouveau
3126,77,F,celibataire,debutant,49860,Sainte Victoire,2024-06-07,regulier
3127,27,M,marie,debutant,75947,Vidaldan,2025-07-09,occasionnel
3128,19,F,celibataire,avance,97352,Maillot,2023-10-05,nouveau
3129,74,F,marie,avance,30465,Sainte Andrée,2024-01-10,occasionnel
3130,30,M,celibataire,debutant,97393,Saint Anouk,2025-04-24,regulier
3131,52,M,divorce,avance,44869,Gros,2025-03-21,occasionnel
3132,69,F,veuf,intermediaire,59250,Barbe,2024-12-16,nouveau
3133,23,F,concubinage,debutant,73985,Becker-sur-Mer,2024-06-15,nouveau
3134,83,F,divorce,intermediaire,63334,Gonzalez-sur-Mer,2025-01-12,nouveau
3135,28,M,marie,intermediaire,97399,Garcianec,2024-06-03,occasionnel
3136,41,M,marie,debutant,90532,Marchal,2025-05-16,regulier
3137,30,M,concubinage,avance,19881,Aubert,2025-03-29,occasionnel
3138,73,M,concubinage,avance,79793,Sainte Alexdan,2024-08-11,occasionnel
3139,76,F,concubinage,intermediaire,56996,Sainte ThibaultBourg,2024-05-27,occasionnel
3140,56,M,concubinage,debutant,31604,Lemaître-sur-Gros,2025-02-26,nouveau
3141,68,M,celibataire,intermediaire,78330,Barbier,2025-04-24,regulier
3142,84,M,divorce,intermediaire,40383,Jacquot,2023-09-20,nouveau
3143,43,F,marie,intermediaire,44681,Bretonnec,2025-04-30,nouveau
3144,63,M,celibataire,debutant,68325,Blanchet,2025-01-03,regulier
3145,45,M,divorce,intermediaire,35766,Moulin-la-Forêt,2024-03-18,regulier
3146,19,F,divorce,avance,85637,Blinnec,2024-04-17,occasionnel
3147,62,M,divorce,avance,14867,Saint Frédérique,2024-02-29,regulier
3148,80,M,divorce,avance,42154,Moreno-sur-Roussel,2023-10-14,regulier
3149,67,M,celibataire,intermediaire,70455,Perret,2025-04-18,occasionnel
3150,76,F,concubinage,avance,63912,Jacob,2023-09-27,regulier
3151,20,F,veuf,intermediaire,82913,Saint Stéphaniedan,2024-02-18,occasionnel
3152,55,F,divorce,intermediaire,63666,Evrard-les-Bains,2024-06-27,nouveau
3153,75,M,divorce,avance,97678,Collet-les-Bains,2024-06-25,regulier
3154,85,F,celibataire,debutant,97324,Roy,2025-03-18,occasionnel
3155,36,F,concubinage,avance,51331,Benoit,2024-11-11,regulier
3156,51,F,concubinage,debutant,45949,Allard,2023-12-23,nouveau
3157,28,F,veuf,intermediaire,40684,Charrier,2024-03-29,occasionnel
3158,35,F,veuf,intermediaire,90370,Saint Jeannine,2024-10-06,regulier
3159,40,F,concubinage,intermediaire,48577,Voisin,2024-02-26,occasionnel
3160,45,F,celibataire,intermediaire,77123,BerthelotVille,2023-10-26,occasionnel
3161,19,M,veuf,avance,93848,Schneider,2024-05-03,occasionnel
3162,51,M,divorce,intermediaire,41705,Moreno-sur-Mer,2024-03-05,occasionnel
3163,42,F,veuf,intermediaire,03489,Sainte Guillaume-les-Bains,2024-11-04,regulier
3164,28,F,veuf,intermediaire,97259,PeltierVille,2024-07-10,occasionnel
3165,28,M,veuf,debutant,83717,RamosVille,2024-03-09,nouveau
3166,84,F,concubinage,intermediaire,95887,Sainte Virginie-la-Forêt,2023-12-31,regulier
3167,59,M,celibataire,avance,28454,DelattreVille,2024-12-31,occasionnel
3168,39,F,concubinage,intermediaire,49391,Brun,2024-05-10,occasionnel
3169,47,F,divorce,debutant,42930,Fleury,2023-09-21,occasionnel
3170,45,M,concubinage,avance,20341,Faivreboeuf,2025-07-02,regulier
3171,40,F,celibataire,avance,14694,Boyer,2024-11-18,nouveau
3172,73,M,divorce,intermediaire,45476,Imbertnec,2024-04-28,regulier
3173,71,F,concubinage,debutant,50644,Sainte Antoine-les-Bains,2024-03-20,occasionnel
3174,83,M,concubinage,intermediaire,47523,Malletdan,2024-03-07,occasionnel
3175,26,F,veuf,avance,33592,Descamps,2025-06-09,regulier
3176,26,M,celibataire,intermediaire,40411,Vallée,2023-10-10,regulier
3177,73,F,divorce,debutant,82297,Saint Emmanuel-les-Bains,2024-02-02,occasionnel
3178,26,M,divorce,intermediaire,56631,Sainte Moniquedan,2024-09-27,nouveau
3179,65,M,celibataire,avance,93870,Noël,2023-11-09,occasionnel
3180,50,F,veuf,debutant,55339,Robert-sur-Mer,2024-03-20,occasionnel
3181,22,F,marie,debutant,57718,MerleBourg,2024-09-15,regulier
3182,47,F,marie,intermediaire,24330,Dumas,2025-07-01,regulier
3183,42,F,concubinage,debutant,20105,Daniel,2023-12-03,occasionnel
3184,67,F,marie,debutant,58742,Fabre,2025-03-23,regulier
3185,72,F,concubinage,intermediaire,41100,Delmas-sur-Dupuis,2024-12-15,nouveau
3186,28,F,celibataire,avance,21686,Ribeiro-la-Forêt,2024-05-10,occasionnel
3187,43,M,marie,debutant,87514,Saint Eugène-sur-Mer,2025-04-07,occasionnel
3188,52,M,concubinage,avance,80293,Diaz-sur-Evrard,2023-07-23,occasionnel
3189,85,F,veuf,debutant,81339,Roche-la-Forêt,2024-03-21,occasionnel
3190,46,M,divorce,intermediaire,37383,RouxBourg,2024-09-11,regulier
3191,30,F,marie,intermediaire,20640,Sainte Isabelle,2024-12-30,occasionnel
3192,19,F,concubinage,debutant,24169,Gilbert,2025-02-20,occasionnel
3193,41,M,divorce,avance,59794,Perrot,2024-10-12,regulier
3194,71,F,marie,intermediaire,21600,Saint Vincent-sur-Mer,2025-06-24,occasionnel
3195,70,F,veuf,debutant,43184,Paris,2024-05-14,regulier
3196,85,M,celibataire,avance,60354,Rémy-sur-Caron,2025-05-16,nouveau
3197,49,F,divorce,debutant,63664,Pinto-sur-Rivière,2024-08-20,nouveau
3198,18,M,veuf,avance,88418,Saint Suzanne,2023-09-16,nouveau
3199,25,M,celibataire,intermediaire,37501,Bernard,2024-10-13,occasionnel
3200,79,F,divorce,avance,31570,MilletBourg,2025-02-23,nouveau
3201,63,F,veuf,avance,61308,Lacombe,2023-10-26,occasionnel
3202,18,F,celibataire,debutant,02958,MercierVille,2023-08-31,occasionnel
