id,demande_id,temps_attente_minutes,heure_demande,jour_semaine,canal_utilise,priorite
6169,6169,42,14,mardi,numerique,normale
6170,6170,20,18,jeudi,visio,normale
6171,6171,12,8,lundi,telephone,urgente
6172,6172,30,13,jeudi,telephone,urgente
6173,6173,28,12,vendredi,visio,urgente
6174,6174,24,12,jeudi,numerique,normale
6175,6175,17,18,jeudi,visio,faible
6176,6176,19,17,lundi,telephone,normale
6177,6177,26,13,mercredi,numerique,urgente
6178,6178,13,9,jeudi,visio,urgente
6179,6179,26,12,jeudi,telephone,faible
6180,6180,20,12,jeudi,telephone,urgente
6181,6181,18,8,mardi,physique,faible
6182,6182,21,11,mercredi,numerique,urgente
6183,6183,21,9,mardi,telephone,urgente
6184,6184,44,12,jeudi,numerique,faible
6185,6185,17,10,mercredi,telephone,urgente
6186,6186,6,8,lundi,numerique,normale
6187,6187,22,11,mercredi,numerique,urgente
6188,6188,24,9,vendredi,visio,faible
6189,6189,20,16,lundi,numerique,normale
6190,6190,20,17,jeudi,visio,urgente
6191,6191,4,18,mercredi,telephone,faible
6192,6192,15,14,mercredi,physique,faible
6193,6193,10,8,jeudi,numerique,urgente
6194,6194,5,16,jeudi,physique,normale
6195,6195,17,15,mercredi,telephone,faible
6196,6196,20,8,mardi,numerique,normale
6197,6197,16,18,mercredi,numerique,urgente
6198,6198,44,13,mercredi,physique,normale
6199,6199,19,8,lundi,physique,faible
6200,6200,6,11,jeudi,numerique,urgente
6201,6201,18,17,vendredi,telephone,normale
6202,6202,9,10,jeudi,physique,normale
6203,6203,6,11,mercredi,numerique,normale
6204,6204,36,12,lundi,telephone,normale
6205,6205,6,16,jeudi,telephone,faible
6206,6206,18,15,mercredi,telephone,normale
6207,6207,10,16,mardi,numerique,normale
6208,6208,18,10,lundi,numerique,faible
6209,6209,9,10,mardi,numerique,normale
6210,6210,13,17,lundi,visio,normale
6211,6211,38,13,mardi,telephone,urgente
6212,6212,4,15,vendredi,telephone,urgente
6213,6213,3,8,mardi,numerique,normale
6214,6214,18,11,vendredi,visio,faible
6215,6215,16,9,jeudi,visio,faible
6216,6216,15,9,jeudi,telephone,faible
6217,6217,9,15,mardi,numerique,faible
6218,6218,24,11,lundi,physique,urgente
6219,6219,10,9,mardi,telephone,urgente
6220,6220,4,16,vendredi,visio,normale
6221,6221,18,17,mardi,numerique,normale
6222,6222,14,15,lundi,physique,urgente
6223,6223,12,18,mardi,visio,faible
6224,6224,13,16,jeudi,physique,faible
6225,6225,20,16,mercredi,visio,normale
6226,6226,8,10,lundi,numerique,normale
6227,6227,7,9,mercredi,physique,urgente
6228,6228,4,17,mercredi,numerique,urgente
6229,6229,19,9,vendredi,telephone,urgente
6230,6230,18,11,mercredi,physique,normale
6231,6231,39,13,lundi,visio,normale
6232,6232,6,17,mardi,physique,faible
6233,6233,20,16,mercredi,physique,urgente
6234,6234,42,13,vendredi,numerique,urgente
6235,6235,7,10,mardi,physique,faible
6236,6236,10,18,mercredi,numerique,normale
6237,6237,22,12,lundi,visio,faible
6238,6238,19,12,jeudi,visio,normale
6239,6239,8,11,lundi,physique,urgente
6240,6240,25,13,mercredi,telephone,normale
6241,6241,11,9,mercredi,visio,normale
6242,6242,20,12,mardi,numerique,normale
6243,6243,25,9,lundi,physique,urgente
6244,6244,43,12,vendredi,numerique,normale
6245,6245,9,9,vendredi,physique,urgente
6246,6246,17,18,vendredi,physique,normale
6247,6247,14,16,mardi,physique,normale
6248,6248,15,17,jeudi,telephone,normale
6249,6249,16,11,jeudi,physique,faible
6250,6250,38,12,jeudi,telephone,urgente
6251,6251,11,11,mercredi,visio,faible
6252,6252,13,18,lundi,telephone,faible
6253,6253,5,18,mercredi,physique,faible
6254,6254,4,15,mercredi,visio,normale
6255,6255,25,13,mardi,physique,urgente
6256,6256,13,8,jeudi,physique,normale
6257,6257,13,17,mardi,numerique,urgente
6258,6258,39,12,vendredi,visio,faible
6259,6259,7,16,lundi,numerique,urgente
6260,6260,18,9,vendredi,visio,normale
6261,6261,20,15,mardi,physique,normale
6262,6262,25,10,lundi,physique,urgente
6263,6263,9,10,jeudi,visio,normale
6264,6264,17,11,mardi,telephone,urgente
6265,6265,41,12,mercredi,telephone,normale
6266,6266,40,13,mercredi,numerique,urgente
6267,6267,18,16,lundi,telephone,faible
6268,6268,28,14,vendredi,numerique,faible
6269,6269,10,8,vendredi,numerique,urgente
6270,6270,13,11,mercredi,visio,faible
6271,6271,5,8,mardi,numerique,normale
6272,6272,13,11,lundi,telephone,normale
6273,6273,37,13,mardi,visio,urgente
6274,6274,13,15,mardi,telephone,normale
6275,6275,15,12,lundi,visio,normale
6276,6276,8,16,jeudi,numerique,normale
6277,6277,8,17,vendredi,numerique,normale
6278,6278,17,12,vendredi,visio,faible
6279,6279,35,12,jeudi,physique,normale
6280,6280,7,9,lundi,physique,faible
6281,6281,27,12,lundi,telephone,urgente
6282,6282,6,8,mardi,visio,urgente
6283,6283,17,16,jeudi,telephone,urgente
6284,6284,13,10,vendredi,visio,urgente
6285,6285,16,15,jeudi,physique,faible
6286,6286,11,16,jeudi,visio,normale
6287,6287,18,10,mardi,numerique,faible
6288,6288,29,13,mercredi,visio,faible
6289,6289,15,10,lundi,numerique,normale
6290,6290,7,11,jeudi,telephone,faible
6291,6291,13,16,jeudi,telephone,faible
6292,6292,32,13,lundi,numerique,normale
6293,6293,17,10,mardi,telephone,faible
6294,6294,18,15,mardi,numerique,faible
6295,6295,40,12,mercredi,telephone,faible
6296,6296,11,8,vendredi,telephone,urgente
6297,6297,24,12,mardi,telephone,normale
6298,6298,36,14,mercredi,physique,normale
6299,6299,18,16,mardi,physique,urgente
6300,6300,20,9,vendredi,numerique,normale
6301,6301,23,11,vendredi,telephone,normale
6302,6302,14,9,mardi,visio,urgente
6303,6303,8,15,mercredi,telephone,normale
6304,6304,12,16,lundi,telephone,urgente
6305,6305,18,10,lundi,numerique,faible
6306,6306,14,9,mardi,telephone,urgente
6307,6307,17,14,lundi,visio,normale
6308,6308,19,16,jeudi,visio,normale
6309,6309,8,8,lundi,visio,faible
6310,6310,21,14,jeudi,telephone,faible
6311,6311,37,13,mercredi,physique,urgente
6312,6312,19,15,jeudi,visio,normale
6313,6313,3,18,lundi,telephone,faible
6314,6314,10,11,vendredi,numerique,urgente
6315,6315,12,18,vendredi,visio,normale
6316,6316,11,15,vendredi,physique,urgente
6317,6317,39,14,mardi,visio,normale
6318,6318,19,18,jeudi,visio,normale
6319,6319,6,18,mercredi,telephone,normale
6320,6320,11,10,vendredi,telephone,urgente
6321,6321,7,16,vendredi,physique,normale
6322,6322,38,13,mercredi,physique,normale
6323,6323,12,18,mercredi,physique,urgente
6324,6324,16,17,vendredi,telephone,urgente
6325,6325,9,8,vendredi,telephone,urgente
6326,6326,24,11,lundi,numerique,urgente
6327,6327,24,9,lundi,visio,urgente
6328,6328,19,8,mardi,numerique,normale
6329,6329,24,12,jeudi,physique,faible
6330,6330,16,15,vendredi,physique,normale
6331,6331,15,16,lundi,physique,normale
6332,6332,45,13,vendredi,physique,faible
6333,6333,15,9,lundi,numerique,urgente
6334,6334,19,9,mardi,visio,urgente
6335,6335,16,17,lundi,numerique,faible
6336,6336,16,8,vendredi,numerique,normale
6337,6337,22,14,vendredi,physique,normale
6338,6338,4,18,vendredi,numerique,faible
6339,6339,32,13,vendredi,visio,faible
6340,6340,16,9,mercredi,physique,faible
6341,6341,14,9,mardi,telephone,urgente
6342,6342,11,15,lundi,numerique,urgente
6343,6343,10,8,lundi,visio,faible
6344,6344,42,13,jeudi,visio,faible
6345,6345,18,17,mardi,physique,faible
6346,6346,8,11,lundi,telephone,normale
6347,6347,12,15,lundi,visio,urgente
6348,6348,32,12,vendredi,telephone,urgente
6349,6349,16,17,lundi,visio,urgente
6350,6350,21,13,mardi,telephone,normale
6351,6351,7,18,mercredi,telephone,faible
6352,6352,8,8,lundi,physique,normale
6353,6353,18,17,lundi,visio,normale
6354,6354,4,15,mercredi,telephone,normale
6355,6355,14,16,mercredi,physique,urgente
6356,6356,22,14,vendredi,physique,urgente
6357,6357,13,16,lundi,physique,faible
6358,6358,24,12,jeudi,numerique,faible
6359,6359,5,15,lundi,numerique,faible
6360,6360,17,17,mardi,numerique,faible
6361,6361,45,12,vendredi,numerique,faible
6362,6362,19,13,mercredi,physique,urgente
6363,6363,11,10,jeudi,physique,normale
6364,6364,18,13,mercredi,visio,urgente
6365,6365,43,13,lundi,numerique,faible
6366,6366,27,14,jeudi,visio,faible
6367,6367,20,18,vendredi,visio,urgente
6368,6368,14,15,vendredi,physique,faible
6369,6369,8,17,mardi,physique,normale
6370,6370,13,10,jeudi,telephone,faible
6371,6371,15,16,vendredi,telephone,urgente
6372,6372,27,13,mardi,telephone,urgente
6373,6373,7,18,jeudi,physique,faible
6374,6374,40,14,mercredi,telephone,faible
6375,6375,18,17,mercredi,physique,urgente
6376,6376,25,9,jeudi,visio,normale
6377,6377,19,9,mardi,visio,urgente
6378,6378,12,16,mardi,physique,normale
6379,6379,4,15,mardi,telephone,normale
6380,6380,15,17,vendredi,visio,normale
6381,6381,17,15,vendredi,physique,urgente
6382,6382,4,15,mardi,numerique,faible
6383,6383,3,16,mardi,visio,normale
6384,6384,26,14,mardi,physique,urgente
6385,6385,19,8,mercredi,telephone,urgente
6386,6386,19,10,mardi,visio,normale
6387,6387,15,9,lundi,numerique,normale
6388,6388,18,11,lundi,visio,faible
6389,6389,10,15,lundi,visio,urgente
6390,6390,5,10,jeudi,visio,urgente
6391,6391,6,11,mercredi,numerique,normale
6392,6392,6,16,lundi,physique,faible
6393,6393,11,16,mardi,numerique,faible
6394,6394,13,15,jeudi,telephone,faible
6395,6395,34,12,vendredi,physique,urgente
6396,6396,10,16,mardi,visio,faible
6397,6397,18,10,mardi,visio,faible
6398,6398,18,15,jeudi,numerique,faible
6399,6399,8,18,mardi,numerique,faible
6400,6400,19,17,lundi,telephone,normale
6401,6401,14,11,vendredi,visio,urgente
6402,6402,23,11,mercredi,physique,urgente
6403,6403,17,12,mardi,physique,urgente
6404,6404,11,18,mardi,telephone,normale
6405,6405,17,14,vendredi,visio,urgente
6406,6406,42,12,mardi,numerique,urgente
6407,6407,25,9,vendredi,telephone,faible
6408,6408,36,13,jeudi,telephone,urgente
6409,6409,16,11,jeudi,physique,faible
6410,6410,17,9,vendredi,telephone,normale
6411,6411,4,17,mardi,visio,normale
6412,6412,20,13,jeudi,telephone,normale
6413,6413,14,17,jeudi,physique,faible
6414,6414,20,9,jeudi,numerique,normale
6415,6415,7,10,mardi,visio,normale
6416,6416,20,10,jeudi,numerique,normale
6417,6417,13,10,vendredi,visio,faible
6418,6418,15,16,jeudi,numerique,urgente
6419,6419,9,11,jeudi,visio,normale
6420,6420,13,17,lundi,physique,faible
6421,6421,25,10,jeudi,telephone,normale
6422,6422,27,12,jeudi,visio,normale
6423,6423,13,17,mercredi,visio,normale
6424,6424,30,14,vendredi,physique,normale
6425,6425,12,8,vendredi,visio,faible
6426,6426,9,11,lundi,physique,faible
6427,6427,18,12,lundi,physique,normale
6428,6428,20,15,vendredi,telephone,faible
6429,6429,11,18,mardi,physique,faible
6430,6430,16,16,vendredi,visio,urgente
6431,6431,17,9,vendredi,physique,faible
6432,6432,42,12,lundi,physique,normale
6433,6433,3,17,vendredi,visio,faible
6434,6434,34,12,jeudi,physique,normale
6435,6435,12,16,mardi,telephone,urgente
6436,6436,9,18,lundi,telephone,normale
6437,6437,41,13,vendredi,telephone,faible
6438,6438,19,18,mardi,numerique,faible
6439,6439,10,15,mercredi,telephone,normale
6440,6440,5,8,jeudi,telephone,faible
6441,6441,8,9,mardi,visio,urgente
6442,6442,11,16,vendredi,physique,normale
6443,6443,4,15,mercredi,physique,normale
6444,6444,6,10,jeudi,physique,faible
6445,6445,17,10,jeudi,visio,urgente
6446,6446,10,16,jeudi,telephone,urgente
6447,6447,15,13,lundi,telephone,normale
6448,6448,20,18,lundi,numerique,normale
6449,6449,35,12,jeudi,visio,normale
6450,6450,26,13,jeudi,visio,faible
6451,6451,5,10,mercredi,visio,normale
6452,6452,18,15,lundi,physique,urgente
6453,6453,18,18,vendredi,telephone,urgente
6454,6454,6,18,mercredi,physique,faible
6455,6455,18,18,jeudi,physique,urgente
6456,6456,7,9,lundi,telephone,urgente
6457,6457,18,14,jeudi,visio,urgente
6458,6458,5,16,jeudi,numerique,normale
6459,6459,27,13,vendredi,telephone,urgente
6460,6460,11,11,mardi,physique,urgente
6461,6461,30,13,jeudi,physique,normale
6462,6462,8,17,vendredi,telephone,normale
6463,6463,13,17,vendredi,telephone,urgente
6464,6464,7,11,vendredi,telephone,normale
6465,6465,45,13,vendredi,physique,faible
6466,6466,10,18,jeudi,telephone,faible
6467,6467,13,9,jeudi,telephone,urgente
6468,6468,25,14,mercredi,telephone,normale
6469,6469,6,17,vendredi,telephone,normale
6470,6470,12,11,mercredi,physique,normale
6471,6471,45,13,jeudi,visio,normale
6472,6472,5,11,mardi,physique,normale
6473,6473,22,9,mardi,telephone,faible
6474,6474,7,18,mardi,numerique,urgente
6475,6475,35,14,mardi,physique,normale
6476,6476,34,14,mercredi,physique,urgente
6477,6477,22,9,mercredi,numerique,urgente
6478,6478,5,16,vendredi,numerique,urgente
6479,6479,3,16,lundi,physique,normale
6480,6480,7,8,mardi,visio,normale
6481,6481,20,16,lundi,telephone,faible
6482,6482,5,16,mardi,physique,urgente
6483,6483,7,18,lundi,telephone,normale
6484,6484,39,13,jeudi,telephone,faible
6485,6485,19,11,lundi,telephone,normale
6486,6486,5,16,mercredi,visio,urgente
6487,6487,5,18,vendredi,numerique,urgente
6488,6488,20,16,lundi,telephone,urgente
6489,6489,7,18,vendredi,visio,urgente
6490,6490,12,17,vendredi,physique,faible
6491,6491,7,15,jeudi,visio,faible
6492,6492,26,14,jeudi,physique,urgente
6493,6493,38,14,jeudi,numerique,faible
6494,6494,18,18,vendredi,visio,faible
6495,6495,4,16,mardi,physique,normale
6496,6496,6,16,lundi,numerique,urgente
6497,6497,33,14,lundi,physique,normale
6498,6498,17,18,mardi,telephone,normale
6499,6499,20,11,vendredi,numerique,faible
6500,6500,12,17,mardi,numerique,faible
6501,6501,24,12,lundi,numerique,urgente
6502,6502,29,14,jeudi,visio,normale
6503,6503,15,10,mercredi,physique,urgente
6504,6504,5,15,mercredi,numerique,faible
6505,6505,5,18,mercredi,visio,urgente
6506,6506,7,18,lundi,visio,normale
6507,6507,34,12,jeudi,physique,normale
6508,6508,32,13,mardi,numerique,normale
6509,6509,24,14,mardi,visio,urgente
6510,6510,25,9,lundi,numerique,faible
6511,6511,12,18,lundi,visio,normale
6512,6512,9,15,lundi,physique,urgente
6513,6513,7,9,lundi,visio,normale
6514,6514,27,13,lundi,numerique,normale
6515,6515,43,12,mardi,numerique,normale
6516,6516,17,15,lundi,visio,normale
6517,6517,19,9,jeudi,numerique,urgente
6518,6518,12,18,mardi,telephone,normale
6519,6519,22,11,jeudi,visio,normale
6520,6520,38,13,mardi,numerique,urgente
6521,6521,7,8,lundi,visio,urgente
6522,6522,36,12,vendredi,visio,normale
6523,6523,6,8,mardi,telephone,faible
6524,6524,34,13,vendredi,telephone,faible
6525,6525,18,17,lundi,numerique,normale
6526,6526,18,15,vendredi,physique,urgente
6527,6527,18,15,mercredi,physique,urgente
6528,6528,18,17,mardi,physique,urgente
6529,6529,18,17,jeudi,physique,faible
6530,6530,21,11,mardi,telephone,urgente
6531,6531,18,18,vendredi,telephone,faible
6532,6532,5,16,vendredi,visio,normale
6533,6533,10,17,lundi,physique,urgente
6534,6534,25,9,lundi,telephone,urgente
6535,6535,6,16,lundi,telephone,faible
6536,6536,20,16,lundi,visio,normale
6537,6537,9,9,mardi,numerique,urgente
6538,6538,17,18,jeudi,visio,normale
6539,6539,20,17,vendredi,physique,faible
6540,6540,5,8,mercredi,visio,urgente
6541,6541,22,10,mardi,visio,normale
6542,6542,18,15,jeudi,telephone,faible
6543,6543,13,17,mardi,visio,normale
6544,6544,8,10,lundi,telephone,urgente
6545,6545,18,10,lundi,visio,normale
6546,6546,12,11,mardi,physique,faible
6547,6547,34,13,mardi,physique,normale
6548,6548,12,15,lundi,numerique,urgente
6549,6549,9,8,jeudi,telephone,normale
6550,6550,13,18,vendredi,visio,urgente
6551,6551,31,13,vendredi,physique,faible
6552,6552,15,10,jeudi,physique,urgente
6553,6553,30,13,vendredi,physique,normale
6554,6554,6,10,jeudi,telephone,faible
6555,6555,36,14,mercredi,telephone,urgente
6556,6556,22,11,mercredi,telephone,urgente
6557,6557,19,8,jeudi,physique,normale
6558,6558,11,11,jeudi,visio,faible
6559,6559,7,9,mercredi,numerique,urgente
6560,6560,5,17,lundi,physique,normale
6561,6561,3,16,jeudi,visio,faible
6562,6562,32,13,mardi,visio,normale
6563,6563,9,11,lundi,numerique,faible
6564,6564,9,15,lundi,physique,urgente
6565,6565,17,18,jeudi,telephone,faible
6566,6566,7,17,lundi,visio,normale
6567,6567,21,12,vendredi,physique,normale
6568,6568,8,16,lundi,telephone,faible
6569,6569,6,16,mardi,physique,faible
6570,6570,3,16,vendredi,telephone,faible
6571,6571,20,15,lundi,visio,urgente
6572,6572,17,10,mercredi,visio,urgente
6573,6573,14,11,lundi,numerique,faible
6574,6574,21,10,jeudi,physique,normale
6575,6575,11,16,jeudi,telephone,urgente
6576,6576,12,15,mardi,telephone,faible
6577,6577,9,18,jeudi,visio,urgente
6578,6578,20,14,mercredi,telephone,faible
6579,6579,12,9,vendredi,physique,urgente
6580,6580,37,12,lundi,physique,urgente
6581,6581,15,17,jeudi,physique,urgente
6582,6582,8,8,mercredi,visio,urgente
6583,6583,19,9,mercredi,telephone,faible
6584,6584,18,10,vendredi,telephone,normale
6585,6585,21,12,mercredi,numerique,normale
6586,6586,22,14,vendredi,telephone,normale
6587,6587,30,14,vendredi,visio,faible
6588,6588,7,9,jeudi,numerique,urgente
6589,6589,9,15,vendredi,physique,normale
6590,6590,11,8,mardi,telephone,urgente
6591,6591,8,10,vendredi,physique,faible
6592,6592,9,15,mercredi,numerique,urgente
6593,6593,7,10,lundi,visio,faible
6594,6594,18,9,mercredi,visio,urgente
6595,6595,26,14,vendredi,visio,faible
6596,6596,30,13,mercredi,numerique,urgente
6597,6597,19,18,mercredi,visio,normale
6598,6598,20,14,vendredi,telephone,normale
6599,6599,12,10,mercredi,numerique,normale
6600,6600,5,8,mercredi,numerique,normale
6601,6601,42,14,jeudi,visio,normale
6602,6602,13,17,jeudi,telephone,urgente
6603,6603,10,15,mardi,telephone,faible
6604,6604,18,17,vendredi,physique,normale
6605,6605,17,10,jeudi,telephone,faible
6606,6606,17,15,vendredi,numerique,normale
6607,6607,19,17,mardi,visio,urgente
6608,6608,12,17,lundi,numerique,normale
6609,6609,12,16,lundi,telephone,normale
6610,6610,6,8,vendredi,visio,normale
6611,6611,12,16,mercredi,telephone,normale
6612,6612,14,8,vendredi,visio,normale
6613,6613,24,14,jeudi,physique,urgente
6614,6614,20,9,vendredi,telephone,urgente
6615,6615,6,17,mardi,visio,normale
6616,6616,5,8,mercredi,visio,normale
6617,6617,14,16,mardi,physique,urgente
6618,6618,25,13,vendredi,visio,faible
6619,6619,5,11,mercredi,visio,faible
6620,6620,10,11,mercredi,telephone,faible
6621,6621,7,9,vendredi,numerique,urgente
6622,6622,21,10,mardi,visio,urgente
6623,6623,45,14,jeudi,physique,urgente
6624,6624,15,12,vendredi,visio,urgente
6625,6625,31,12,vendredi,telephone,faible
6626,6626,26,12,mardi,physique,normale
6627,6627,18,15,jeudi,visio,normale
6628,6628,7,16,vendredi,telephone,normale
6629,6629,5,16,vendredi,numerique,urgente
6630,6630,34,14,lundi,physique,urgente
6631,6631,5,11,lundi,telephone,faible
6632,6632,35,14,lundi,numerique,urgente
6633,6633,21,14,vendredi,numerique,faible
6634,6634,16,16,lundi,physique,urgente
6635,6635,11,16,mardi,telephone,normale
6636,6636,18,10,jeudi,numerique,urgente
6637,6637,7,16,vendredi,physique,normale
6638,6638,31,13,jeudi,physique,normale
6639,6639,6,15,mardi,numerique,urgente
6640,6640,13,10,jeudi,telephone,urgente
6641,6641,3,16,mercredi,telephone,urgente
6642,6642,14,10,mercredi,physique,urgente
6643,6643,36,12,mardi,physique,normale
6644,6644,10,11,jeudi,physique,urgente
6645,6645,20,16,vendredi,physique,normale
6646,6646,6,8,mardi,visio,normale
6647,6647,7,18,mardi,telephone,urgente
6648,6648,18,18,lundi,telephone,normale
6649,6649,17,16,vendredi,telephone,urgente
6650,6650,5,16,lundi,telephone,normale
6651,6651,43,14,mardi,physique,normale
6652,6652,19,17,lundi,visio,faible
6653,6653,22,9,mardi,visio,faible
6654,6654,17,12,lundi,telephone,normale
6655,6655,27,14,vendredi,visio,normale
6656,6656,23,13,vendredi,telephone,normale
6657,6657,6,18,lundi,numerique,urgente
6658,6658,12,10,mardi,telephone,normale
6659,6659,11,17,lundi,numerique,normale
6660,6660,20,16,vendredi,numerique,urgente
6661,6661,22,9,lundi,telephone,normale
6662,6662,5,16,mardi,physique,urgente
6663,6663,17,17,vendredi,physique,urgente
6664,6664,7,15,lundi,telephone,normale
6665,6665,19,14,jeudi,visio,faible
6666,6666,18,11,mardi,physique,urgente
6667,6667,18,17,mardi,numerique,faible
6668,6668,17,17,lundi,physique,faible
6669,6669,28,13,mercredi,numerique,normale
6670,6670,10,16,lundi,telephone,urgente
6671,6671,24,12,mardi,visio,faible
6672,6672,9,17,jeudi,visio,normale
6673,6673,20,17,mercredi,visio,faible
6674,6674,19,16,jeudi,telephone,urgente
6675,6675,40,12,vendredi,visio,urgente
6676,6676,21,9,mardi,telephone,normale
6677,6677,24,11,mercredi,visio,urgente
6678,6678,34,14,lundi,numerique,faible
6679,6679,31,14,jeudi,visio,normale
6680,6680,12,11,lundi,physique,urgente
6681,6681,33,12,mardi,numerique,urgente
6682,6682,20,8,mardi,numerique,faible
6683,6683,19,12,mercredi,numerique,urgente
6684,6684,12,11,vendredi,physique,urgente
6685,6685,33,14,jeudi,telephone,normale
6686,6686,10,10,vendredi,telephone,normale
6687,6687,17,9,mercredi,telephone,urgente
6688,6688,24,12,vendredi,numerique,normale
6689,6689,37,13,jeudi,visio,normale
6690,6690,25,12,mercredi,physique,faible
6691,6691,3,16,mardi,numerique,normale
6692,6692,18,18,mercredi,numerique,normale
6693,6693,16,11,lundi,physique,normale
6694,6694,16,9,mercredi,telephone,urgente
6695,6695,36,14,jeudi,visio,urgente
6696,6696,9,17,jeudi,numerique,faible
6697,6697,5,8,vendredi,physique,normale
6698,6698,26,12,jeudi,numerique,faible
6699,6699,22,10,mardi,numerique,faible
6700,6700,15,8,jeudi,physique,normale
6701,6701,5,9,vendredi,numerique,urgente
6702,6702,17,16,lundi,numerique,urgente
6703,6703,3,15,vendredi,telephone,urgente
6704,6704,10,15,mercredi,numerique,urgente
6705,6705,10,15,mardi,numerique,normale
6706,6706,3,17,jeudi,telephone,urgente
6707,6707,19,17,mardi,visio,urgente
6708,6708,17,17,lundi,numerique,faible
6709,6709,39,12,vendredi,physique,urgente
6710,6710,24,11,lundi,physique,normale
6711,6711,32,12,lundi,numerique,faible
6712,6712,39,14,mardi,visio,urgente
6713,6713,32,14,lundi,physique,normale
6714,6714,19,15,mardi,numerique,urgente
6715,6715,4,17,mercredi,physique,normale
6716,6716,13,16,mercredi,numerique,normale
6717,6717,15,14,lundi,visio,urgente
6718,6718,15,10,mardi,physique,faible
6719,6719,18,11,vendredi,visio,urgente
6720,6720,38,12,jeudi,numerique,urgente
6721,6721,35,13,vendredi,telephone,urgente
6722,6722,37,13,mardi,physique,urgente
6723,6723,19,11,lundi,numerique,faible
6724,6724,18,14,lundi,telephone,normale
6725,6725,41,14,mercredi,numerique,urgente
6726,6726,27,13,vendredi,telephone,urgente
6727,6727,20,16,mardi,telephone,urgente
6728,6728,20,11,lundi,visio,urgente
6729,6729,14,9,lundi,visio,faible
6730,6730,19,8,lundi,visio,normale
6731,6731,9,8,mardi,numerique,normale
6732,6732,16,10,vendredi,telephone,urgente
6733,6733,39,14,lundi,telephone,normale
6734,6734,10,16,vendredi,numerique,urgente
6735,6735,15,8,mercredi,physique,urgente
6736,6736,25,10,mercredi,telephone,faible
6737,6737,36,14,mercredi,numerique,faible
6738,6738,14,17,mercredi,numerique,urgente
6739,6739,17,11,jeudi,visio,faible
6740,6740,40,14,mardi,telephone,faible
6741,6741,11,11,mardi,physique,faible
6742,6742,18,17,mardi,physique,urgente
6743,6743,23,11,lundi,telephone,normale
6744,6744,10,16,vendredi,physique,urgente
6745,6745,16,11,lundi,telephone,faible
6746,6746,10,18,vendredi,physique,urgente
6747,6747,23,10,mercredi,visio,normale
6748,6748,18,12,mardi,telephone,urgente
6749,6749,40,12,mercredi,visio,normale
6750,6750,17,15,mercredi,visio,normale
6751,6751,9,17,vendredi,visio,faible
6752,6752,41,13,mardi,numerique,normale
6753,6753,10,16,mardi,physique,urgente
6754,6754,18,16,vendredi,numerique,normale
6755,6755,42,13,jeudi,telephone,normale
6756,6756,4,15,vendredi,visio,normale
6757,6757,23,9,lundi,physique,urgente
6758,6758,43,14,mercredi,physique,faible
6759,6759,13,10,vendredi,telephone,normale
6760,6760,17,18,mercredi,physique,urgente
6761,6761,7,15,lundi,telephone,urgente
6762,6762,27,13,vendredi,physique,normale
6763,6763,23,10,jeudi,physique,urgente
6764,6764,15,16,jeudi,visio,urgente
6765,6765,34,13,mardi,visio,normale
6766,6766,20,11,vendredi,visio,faible
6767,6767,18,12,jeudi,visio,faible
6768,6768,16,18,mardi,numerique,urgente
6769,6769,8,18,vendredi,physique,urgente
6770,6770,13,17,vendredi,numerique,normale
6771,6771,17,9,lundi,visio,normale
6772,6772,3,18,vendredi,visio,urgente
6773,6773,9,10,jeudi,telephone,urgente
6774,6774,10,8,mercredi,telephone,urgente
6775,6775,15,17,lundi,physique,urgente
6776,6776,6,10,mercredi,telephone,normale
6777,6777,14,15,vendredi,physique,urgente
6778,6778,17,18,mercredi,numerique,normale
6779,6779,16,18,lundi,numerique,faible
6780,6780,6,8,jeudi,visio,urgente
6781,6781,6,16,mercredi,physique,normale
6782,6782,23,11,lundi,numerique,faible
6783,6783,23,9,mardi,physique,urgente
6784,6784,40,12,mercredi,telephone,urgente
6785,6785,12,16,jeudi,numerique,normale
6786,6786,36,14,mardi,visio,normale
6787,6787,15,15,mardi,telephone,faible
6788,6788,17,15,jeudi,physique,urgente
6789,6789,44,13,mercredi,physique,faible
6790,6790,19,10,mardi,physique,faible
6791,6791,9,18,vendredi,numerique,urgente
6792,6792,4,16,mardi,numerique,normale
6793,6793,16,9,mercredi,telephone,faible
6794,6794,17,17,vendredi,visio,faible
6795,6795,18,8,mardi,telephone,faible
6796,6796,15,9,lundi,numerique,normale
6797,6797,5,16,jeudi,numerique,faible
6798,6798,23,12,vendredi,visio,normale
6799,6799,19,18,mercredi,visio,faible
6800,6800,25,10,jeudi,telephone,faible
6801,6801,7,15,lundi,telephone,faible
6802,6802,5,16,vendredi,physique,normale
6803,6803,39,13,mardi,numerique,faible
6804,6804,9,17,lundi,visio,normale
6805,6805,43,13,mercredi,physique,normale
6806,6806,6,15,mercredi,numerique,urgente
6807,6807,14,8,mercredi,telephone,urgente
6808,6808,20,15,jeudi,physique,normale
6809,6809,14,18,mercredi,telephone,urgente
6810,6810,4,18,lundi,physique,faible
6811,6811,17,11,lundi,visio,normale
6812,6812,6,18,jeudi,visio,faible
6813,6813,5,15,mardi,physique,faible
6814,6814,18,15,lundi,numerique,urgente
6815,6815,29,13,mardi,telephone,normale
6816,6816,18,11,lundi,telephone,urgente
6817,6817,23,10,vendredi,telephone,normale
6818,6818,42,12,lundi,visio,normale
6819,6819,23,13,mardi,physique,urgente
